Group;Total;AXW (D_0A6FF7A5-3415-4CB4-995F-8F393BC2F2E2);AXW Default Annotations (C_AD61FECA-7D5A-46E6-ABA6-212B7773679F);BAX (D_490B69D4-79CC-4BFD-B932-2389A5BC55DE);BAX Default Annotations (C_8968879C-B2BC-4FEA-B95F-60B5FFC9CBB6);SAX (D_674969D0-4D66-4A65-8D2F-28274AD7C8A4);SAX Default Annotations (C_C0FC58F8-504B-4C64-B741-A61824DA6C66);AXS-normal (D_6D07C059-F8CD-4F7E-B69E-02176068C081);AXS-normal Forschung (C_A1BB5E4F-C4F8-46B6-BA18-EB664C231036);AXV (D_70CAAD92-D160-494F-A2C3-7F4B05302621);AXV Default Annotations (C_49BCF063-3780-47AE-A5D6-1E8DB0DB8F4F);AXU (D_AA0EC5FB-BE03-473C-A0D9-BADAC12B73FC);AXU Default Annotations (C_1C6A20E2-668E-45E7-9E51-C4A9EBA4197E);AXR (D_BA0BE279-69FF-409A-B02A-0889085FDCAD);AXR Default Annotations (C_6E8C8418-604A-494B-B209-377540AF832E)
"wînrabiz ";1;;;;;;;1;1;;;;;;
wîp;1;;;;;;;;;1;1;;;;
wîs;56;;;1;1;;;1;1;;;14;14;40;40
"wîs
";1;;;;;;;1;1;;;;;;
"wîs
";1;;;;;;;;;;;;;1;1
"wîs ";3;;;;;;;1;1;;;;;2;2
wîse;118;;;;;;;;;;;45;45;73;73
"wîse
";1;;;;;;;;;;;;;1;1
"wîse ";12;;;;;;;3;3;1;1;;;8;8
wîsem;1;;;1;1;;;;;;;;;;
wîsen;63;;;;;;;;;;;26;26;37;37
"wîsen
";1;;;;;;;1;1;;;;;;
"wîsen ";6;;;;;;;1;1;;;;;5;5
wîser;24;;;;;;;;;;;13;13;11;11
"wîser ";4;;;1;1;;;1;1;;;;;2;2
wîset;10;;;;;;;;;;;6;6;4;4
wîsheit;49;;;;;;;1;1;;;29;29;19;19
"wîsheit
";1;;;;;;;1;1;;;;;;
"wîsheit
";3;;;;;;;;;;;;;3;3
"wîsheit ";4;;;;;;;2;2;;;;;2;2
wîsheite;1;;;;;;;;;;;1;1;;
wîslich;2;;;;;;;;;;;1;1;1;1
wîslichen;2;;;;;;;;;;;;;2;2
wîslîch;1;;;;;;;;;;;;;1;1
wîslîche;2;;;;;;;;;;;1;1;1;1
"wîslîche
";1;;;;;;;1;1;;;;;;
"wîslîche ";1;;;;;;;1;1;;;;;;
wîslîchen;1;;;1;1;;;;;;;;;;
"wîslîchen ";1;;;;;;;;;;;;;1;1
wîslîcher;6;;;;;;;;;;;;;6;6
"wîslîcher ";2;;;;;;;;;;;;;2;2
wîz;11;;;;;;;;;;;9;9;2;2
"wîz ";1;;;;;;;;;;;;;1;1
wîze;8;;;;;;;;;;;4;4;4;4
zam;6;1;1;;;;;;;;;4;4;1;1
"zein
";1;;;;;;;1;1;;;;;;
zinnen;20;;;;;;;5;5;4;4;9;9;2;2
"zinnen ";1;;;;;;;1;1;;;;;;
zinns;5;;;;;5;5;;;;;;;;
zins;38;10;10;;;4;4;2;2;;;13;13;9;9
"zins ";21;1;1;;;;;14;14;6;6;;;;
zinse;8;;;;;;;;;;;4;4;4;4
"zinse ";3;;;;;;;3;3;;;;;;
zinsen;2;;;;;;;;;;;;;2;2
zinses;6;;;;;;;;;;;5;5;1;1
"zinses ";5;;;;;;;;;5;5;;;;
zinseten;3;;;;;;;;;;;;;3;3
zinshaft;8;;;;;2;2;;;;;3;3;3;3
"zinsis ";2;;;;;;;2;2;;;;;;
zinsknehte;1;;;;;;;;;;;;;1;1
zinslîche;1;;;;;;;;;;;;;1;1
zinsman;1;;;;;;;;;;;;;1;1
zinsshaft;1;;;;;1;1;;;;;;;;
zinsten;3;;;;;;;;;;;;;3;3
zorn;1;;;;;;;1;1;;;;;;
"zorn ";2;;;;;;;2;2;;;;;;
"zorne
";1;;;;;;;1;1;;;;;;
"zorne ";1;;;;;;;1;1;;;;;;
"zornlîche ";1;;;;;;;1;1;;;;;;
"zucht ";1;;;1;1;;;;;;;;;;
zuchtikleich;1;;;;;1;1;;;;;;;;
zuchtiklich;2;;;;;2;2;;;;;;;;
zuchtiklichen;2;;;;;2;2;;;;;;;;
zuht;42;1;1;;;;;;;;;31;31;10;10
"zuht
";1;;;;;;;;;;;;;1;1
"zuht ";1;;;;;;;;;;;;;1;1
zuhte;1;;;;;;;;;;;;;1;1
zuhten;3;;;;;;;;;;;;;3;3
"zuhten ";1;;;;;;;1;1;;;;;;
"zurneter ";1;;;;;;;1;1;;;;;;
zîrheit;1;;;;;;;1;1;;;;;;
"züchten ";1;;;;;;;1;1;;;;;;
"züchtinklîchen ";1;;;1;1;;;;;;;;;;
züht;1;1;1;;;;;;;;;;;;
zühte;5;;;;;;;;;;;2;2;3;3
zühtec;3;;;;;;;;;;;;;3;3
zühteclich;1;;;;;;;;;;;1;1;;
zühteclîche;5;;;;;;;;;;;2;2;3;3
"zühteclîche ";1;;;;;;;;;;;;;1;1
zühteclîchen;5;;;;;;;;;;;5;5;;
zühten;17;;;;;;;;;;;12;12;5;5
zühterîche;1;;;;;;;;;;;;;1;1
zühticlich;1;;;;;;;;;;;1;1;;
âventiure;4;;;;;;;;;;;;;4;4
êr;8;;;;;;;;;;;2;2;6;6
"êr ";2;;;1;1;;;;;;;;;1;1
êre;101;;;;;;;;;;;48;48;53;53
"êre
";2;;;;;;;2;2;;;;;;
"êre
";1;;;;;;;;;;;;;1;1
"êre ";3;;;;;;;2;2;;;;;1;1
êren;94;;;;;;;6;6;2;2;61;61;25;25
"êren
";5;;;;;;;5;5;;;;;;
"êren ";4;;;;;;;3;3;;;;;1;1
"êres
";1;;;;;;;1;1;;;;;;
êret;3;;;;;;;;;;;2;2;1;1
êrhaft;1;;;;;;;1;1;;;;;;
êrte;2;;;;;;;;;;;1;1;1;1
êrten;2;;;;;;;;;;;2;2;;
êwige;1;;;;;;;;;;;1;1;;
"êwige ";1;;;;;;;1;1;;;;;;
"êwigen ";1;;;;;;;1;1;;;;;;
"ônichîno ";1;;;;;;;1;1;;;;;;
ônichînus;1;;;;;;;1;1;;;;;;
